LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Senior Citizen or Disability Spayed Female,GER SHEPHERD,BLACK/BROWN,HANNAH,15237,2017,12/8/2016 10:09
Dog Individual Neutered Male,POODLE MIX,BROWN,BUDDY BEAR,15034,2017,2/21/2017 12:06
Dog Individual Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,GRACIE,15237,2017,1/5/2017 9:18
Dog Individual Spayed Female,MIXED,BLACK,MAY I,15101,2017,12/30/2016 12:15
Dog Individual Spayed Female,PUG,BLACK/FAWN,MALING,15131,2017,12/22/2016 8:56
Dog Senior Citizen or Disability Spayed Female,BICHON FRISE,WHITE,MISTY,15241,2017,12/13/2016 10:51
Dog Individual Male,GER SHEPHERD,SABLE,SERGEANT,15132,2017,5/4/2017 10:51
Dog Senior Citizen or Disability Neutered Male,POMERANIAN,WHITE/APRICOT,KOALA,15044,2017,1/4/2017 15:49
Dog Senior Citizen or Disability Spayed Female,GER SHEPHERD,BLACK/TAN,EMBER,15122,2017,9/8/2017 13:40
Dog Senior Citizen or Disability Spayed Female,BICHON FRISE,WHITE,BRIDGET,15236,2017,12/5/2016 8:43
Dog Individual Spayed Female,AM PIT BULL TERRIER,BROWN,SMOKY J,15133,2017,6/19/2017 11:25
Dog Individual Male,JACK RUSSEL TERRIER,WHITE,RUSTY,15122,2017,4/3/2017 9:55
Dog Senior Citizen or Disability Neutered Male,SCHNAUZER MIN,GREY,BAXTER,15236,2017,1/3/2017 14:03
Dog Senior Citizen or Disability Neutered Male,SCHNAUZER MIN,GREY,BAXTER,15236,2017,1/3/2017 14:03
Dog Individual Neutered Male,GER SHEPHERD,WHITE/BLACK/BROWN,SCHULTZ,15065,2017,3/20/2017 8:26
Dog Senior Citizen or Disability Neutered Male,SCHNAUZER MIN,SALT/PEPPER,FRITZIE,15116,2017,1/10/2017 16:33
Dog Individual Spayed Female,MIXED,BLACK/BROWN,SPECK,15017,2017,3/24/2017 14:22
Dog Senior Citizen or Disability Spayed Female,CAV KING CHAR SPANI,BLACK/BROWN,LUCIA,15122,2017,3/7/2017 8:41
Dog Individual Neutered Male,RAT TERRIER,MULTI,BAXTER,15235,2017,2/7/2017 16:05
Dog Individual Neutered Male,CHIHUAHUA,BLACK/TAN,BOGEY,15065,2017,3/20/2017 8:26
Dog Individual Male,BICHON FRISE,WHITE,JACK,15137,2017,12/7/2016 8:49
Dog Senior Citizen or Disability Neutered Male,LAB MIX,YELLOW,CABOT,15223,2017,12/13/2016 15:54
Dog Individual Male,LAB MIX,BLACK,HARLEY,15239,2017,1/27/2017 12:25
Dog Individual Neutered Male,SCHNAUZER MIN,WHITE/BLACK,YODA,15238,2017,12/15/2016 16:01
Dog Individual Spayed Female,CHINESE SHAR-PEI,FAWN,SIERRA,15071,2017,4/26/2017 10:13
Dog Individual Spayed Female,MIXED,TAN,MINNIE,15101,2017,4/27/2017 15:55
Dog Individual Neutered Male,POODLE MIX,BLACK,PETEY,15108,2017,12/14/2016 9:07
Dog Individual Spayed Female,BEAGLE MIX,WHITE/BLACK/BROWN,BAILEY,15084,2017,1/6/2017 15:04
Dog Senior Citizen or Disability Neutered Male,BICHON FRISE,WHITE,MAXWELL,15216,2017,2/3/2017 16:13
Dog Senior Citizen or Disability Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,PEBBLES,15088,2017,12/13/2016 14:16
Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,RILEY,15143,2017,2/27/2017 14:52
Dog Senior Citizen or Disability Female,CHIHUAHUA,WHITE/BROWN,BAMBI,15088,2017,12/13/2016 14:16
Dog Individual Spayed Female,MALTESE,WHITE,ABBY,15014,2017,1/10/2017 15:55
Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK/BROWN,DAISY,15024,2017,2/2/2017 9:43
Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,BETTY,15227,2017,12/15/2016 14:50
Dog Senior Citizen or Disability Spayed Female,SIB HUSKY MIX,YELLOW,MISTY,15104,2017,12/14/2016 9:07
Dog Individual Neutered Male,MIXED,WHITE/BROWN,CODY,15133,2017,8/30/2017 14:01
Dog Individual Neutered Male,MIXED,MULTI,JAKE,15101,2017,1/4/2017 15:56
Dog Senior Citizen or Disability Spayed Female,MALTESE,WHITE,BELLA,15145,2017,6/13/2017 13:15
Dog Individual Spayed Female,MIXED,WHITE/BROWN,MOLLY,15241,2017,6/28/2017 13:53
Dog Senior Citizen or Disability Spayed Female,BEAGLE,MULTI,ABIGAIL,15202,2017,12/9/2016 10:27
Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERRIER,WHITE/BLACK/BROWN,DUSTMOP,15037,2017,5/1/2017 14:42
Dog Senior Citizen or Disability Spayed Female,ENG SETTER,SPOTTED,ABBY,15108,2017,9/21/2017 12:58
Dog Individual Neutered Male,MIXED,SPOTTED,BECKER,15202,2017,1/19/2017 13:48
Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERR MIX,BLACK/TAN,TEDDY,15132,2017,2/6/2017 11:09
Dog Individual Spayed Female,MIN PINSCHER,BLACK/BROWN,COPPER,15221,2017,9/21/2017 12:58
Dog Senior Citizen or Disability Neutered Male,W HGHLND WH TERRIER,WHITE,MAC,15101,2017,1/5/2017 9:18
Dog Individual Spayed Female,DACHSHUND,RED,LADY,15003,2017,4/27/2017 15:55
Dog Senior Citizen or Disability Spayed Female,COCKER SPANIEL,BUFF,LUCY,15146,2017,2/3/2017 15:54
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,BUDDY,15147,2017,5/18/2017 9:03
Dog Individual Male,BEAGLE,MULTI,BILLY,15122,2017,2/10/2017 9:55
Dog Individual Spayed Female,ST BERNARD,WHITE/RED,CHLOE,15238,2017,12/14/2016 8:41
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE,MOLLY,15101,2017,12/14/2016 13:54
Dog Senior Citizen or Disability Neutered Male,LABRADOR RETRIEVER,SPOTTED,BRIO,15220,2017,4/20/2017 10:53
Dog Individual Spayed Female,MIXED,SABLE/WHITE,BAILEY,15135,2017,8/1/2017 12:15
Dog Individual Neutered Male,POMERANIAN,WHITE,ROMEO,15025,2017,2/1/2017 14:35
Dog Individual Neutered Male,MIXED,WHITE/BLACK,DAKOTA,15202,2017,1/3/2017 14:04
Dog Individual Spayed Female,AM ESKIMO DOG,WHITE,BELL,15239,2017,1/19/2017 8:44
Dog Senior Citizen or Disability Female,GOLDENDOODLE,WHITE,BUFFELS,15241,2017,5/9/2017 14:47
Dog Individual Spayed Female,ST BERNARD,WHITE/BLACK,FRANKIE,15238,2017,12/14/2016 8:41
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/RED,TOBY,15147,2017,6/30/2017 12:39
Dog Individual Neutered Male,MIXED,WHITE,JACK,15108,2017,5/10/2017 11:26
Dog Individual Neutered Male,MIXED,WHITE/BLACK/BROWN,PAYTON,15215,2017,12/14/2016 8:41
Dog Individual Spayed Female,RAT TERRIER,SPOTTED,LOLA,15101,2017,12/7/2016 16:19
Dog Individual Spayed Female,SHETLAND SHEEPDOG,WHITE/BROWN,SOPHIE,15135,2017,2/17/2017 15:08
Dog Individual Male,DACHSHUND,BLACK/TAN,BUSTER,15133,2017,1/4/2017 15:49
Dog Senior Citizen or Disability Spayed Female,MALTESE,WHITE,CAMMI NICOLE,15122,2017,12/23/2016 8:44
Dog Individual Spayed Female,DACHSHUND,BROWN,KANGA,15236,2017,1/9/2017 9:11
Dog Individual Spayed Female,COLLIE MIX,BLACK/BROWN,LADY BUG,15102,2017,1/11/2017 14:10
Dog Individual Spayed Female,SHIBA INU,WHITE/RED,SUKI,15017,2017,2/15/2017 15:53
Dog Individual Spayed Female,SHIH TZU,MULTI,JENNY,15234,2017,1/3/2017 14:03
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLONDE,SANDY,15229,2017,12/9/2016 14:53
Dog Senior Citizen or Disability Male,SHIH TZU,BLACK/BROWN,JETHRO,15218,2017,6/30/2017 15:05
Dog Individual Male,GER SHEPHERD MIX,BLACK/TAN,JACKSON,15024,2017,2/7/2017 13:02
Dog Individual License Duplicate,GOLDEN RETRIEVER,GOLD,DEXTER,15147,2017,2/27/2017 10:20
Dog Individual Spayed Female,BEAGLE,BLACK,MAGGIE,15122,2017,12/30/2016 11:47
Dog Individual Neutered Male,BOXER,FAWN,JAKE,15228,2017,12/29/2016 16:05
Dog Individual Spayed Female,YORKSHIRE TERRIER,BLACK/GOLD,CHUNK,15136,2017,1/5/2017 9:18
Dog Senior Citizen or Disability Neutered Male,HAVANESE,MULTI,WILLIE,15205,2017,1/5/2017 16:35
Dog Individual Spayed Female,BEAGLE MIX,SPOTTED,DAISY,15143,2017,2/15/2017 9:10
Dog Individual Spayed Female,LHASA APSO MIX,WHITE/BLACK,FLOSSIE,15215,2017,3/22/2017 8:39
Dog Senior Citizen or Disability Spayed Female,PULI,BLACK,FRANKIE,15236,2017,1/9/2017 16:01
Dog Individual Neutered Male,BOSTON TERRIER,SPOTTED,MACEO,15237,2017,1/9/2017 11:07
Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK,ROXI,15132,2017,12/12/2016 16:16
Dog Senior Citizen or Disability Neutered Male,BRUSSELS GRIFFON,APRICOT,BUDDY,15235,2017,12/15/2016 12:28
Dog Individual Neutered Male,MIXED,BLACK/BROWN,TRIXIE,15221,2017,2/9/2017 14:48
Dog Individual Neutered Male,MIXED,WHITE,COCONUT,15136,2017,2/15/2017 8:41
Dog Individual Spayed Female,MIXED,BLACK/GREY,LEXI,15024,2017,12/29/2016 15:14
Dog Senior Citizen or Disability Neutered Male,BEAGLE,MULTI,REX,15102,2017,1/3/2017 8:52
Dog Senior Citizen or Disability Spayed Female,VIZSLA,RED,ROXIE,15143,2017,12/29/2016 15:33
Dog Individual Spayed Female,DACHSHUND,BLACK/BROWN,HEIDI,15137,2017,1/23/2017 13:33
Dog Individual Female,BICHON FRISE,WHITE/APRICOT,MISSY,15227,2017,2/1/2017 14:35
Dog Senior Citizen or Disability Neutered Male,LABRADOR RETRIEVER,YELLOW,HOGAN,15229,2017,12/30/2016 8:29
Dog Senior Citizen or Disability Spayed Female,GER SHEPHERD MIX,BLACK/BROWN,LADY CC,15147,2017,12/7/2016 9:57
Dog Senior Citizen or Disability Neutered Male,TERRIER,GOLD,ROCKY,15216,2017,12/15/2016 11:27
Dog Senior Citizen or Disability Spayed Female,DACHSHUND,BROWN,COCO,15084,2017,2/17/2017 14:49
Dog Individual Female,LABRADOR RETRIEVER,BLACK,PRESSCHESS,15221,2017,1/23/2017 8:42
Dog Individual Neutered Male,LAB MIX,BLACK,BUDDY,15106,2017,1/20/2017 15:56
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/BLACK,SHIBUI,15139,2017,1/13/2017 9:49
Dog Individual Female,COLLIE MIX,BLACK WITH WHITE,STELLA,15015,2017,6/27/2017 12:43
Dog Senior Citizen or Disability Neutered Male,SHETLAND SHEEPDOG,WHITE/BLACK,PEPIE,15071,2017,5/3/2017 14:44
Dog Senior Citizen or Disability Spayed Female,TERRIER MIX,WHITE/TAN,RY-LEE,15137,2017,1/5/2017 11:21
Dog Senior Citizen or Disability Neutered Male,MIXED,SPOTTED,KRAMER,15024,2017,1/18/2017 9:07
Dog Individual Spayed Female,CHOW CHOW MIX,BLACK,BELLA,15243,2017,12/14/2016 16:17
Dog Individual Neutered Male,GER SHEPHERD,BLACK/RED,TY,15037,2017,5/18/2017 9:03
Dog Individual Neutered Male,BEAGLE MIX,OTHER,BOWSER,15235,2017,2/28/2017 16:01
Dog Senior Citizen or Disability Spayed Female,DACHSHUND,BROWN,LUCY,15084,2017,2/17/2017 14:49
Dog Individual Spayed Female,DACHSHUND,BLACK/BROWN,SHARLETTE,15137,2017,1/23/2017 13:33
Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK,TOBY,15037,2017,12/13/2016 16:03
Dog Individual Neutered Male,BORD COLLIE,WHITE/BLACK,HARLEY,15210,2017,1/18/2017 8:43
Dog Individual Neutered Male,COCKER SPANIEL,TAN,GRADY,15037,2017,5/2/2017 16:20
Dog Senior Citizen or Disability Male,MIXED,BLACK/BROWN,PICASSO,15025,2017,5/15/2017 9:32
Dog Senior Citizen or Disability Male,YORKSHIRE TERRIER,BLACK/BROWN,HUMPFREY,15025,2017,1/3/2017 10:07
Dog Individual Female,BEAGLE,WHITE/BLACK/BROWN,SHILOH,15236,2017,3/10/2017 14:42
Dog Senior Citizen or Disability Spayed Female,SIB HUSKY,WHITE/BLACK,ANGEL,15071,2017,12/14/2016 12:23
Dog Senior Citizen or Disability Neutered Male,BORD COLLIE,WHITE/BLACK,JACK,15037,2017,12/19/2016 8:21
Dog Senior Citizen or Disability Neutered Male,MIXED,MULTI,MAX,15035,2017,2/1/2017 14:35
Dog Individual Neutered Male,LAB MIX,WHITE/BLACK,MILO,15044,2017,2/23/2017 16:07
Dog Individual Neutered Male,COLLIE MIX,MULTI,CHIEF,15037,2017,12/5/2016 8:52
Dog Individual Neutered Male,PUGGLE,BROWN,ISAAC,15144,2017,2/21/2017 12:06
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,HALLE,15102,2017,1/6/2017 14:43
Dog Individual Neutered Male,DACHSHUND,BLACK/BROWN,DAPPLE,15239,2017,4/4/2017 8:25
Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK,DASH,15037,2017,1/23/2017 11:53
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BLACK,LILY,15102,2017,12/15/2016 10:16
Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK,KNUTE,15102,2017,12/16/2016 9:08
Dog Individual Male,LABRADOODLE,BLACK,DUKE,15235,2017,9/21/2017 12:58
Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,JULIE,15116,2017,2/6/2017 12:09
Dog Senior Citizen or Disability Spayed Female,ENG SETTER,WHITE/BLACK,TRIXI,15234,2017,1/3/2017 10:07
Dog Senior Citizen or Disability Spayed Female,GER SHEPHERD MIX,BLACK/BROWN,JENNA,15126,2017,12/13/2016 8:34
Dog Individual Male,SIB HUSKY,WHITE/BLACK,KHAOS,15133,2017,5/15/2017 14:20
Dog Individual Spayed Female,TERRIER MIX,WHITE/BROWN,ROXY,15214,2017,2/10/2017 15:41
Dog Senior Citizen or Disability Spayed Female,PARSON RUSSELL TERR,WHITE/BLACK,SASSIE,15071,2017,12/16/2016 16:25
Dog Individual Spayed Female,COCKAPOO,BROWN,MYA,15238,2017,4/20/2017 14:53
Dog Senior Citizen or Disability Neutered Male,PUG,BEIGE,TYSON,15147,2017,12/19/2016 8:21
Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL,WHITE/BROWN,MOSES,15090,2017,1/6/2017 15:17
Dog Individual Female,MIXED,BLACK/TAN,MYA,15215,2017,4/7/2017 16:21
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BLACK,MATTIE,15236,2017,12/20/2016 15:38
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,TAFFY,15145,2017,12/14/2016 16:17
Dog Senior Citizen or Disability Spayed Female,MIXED,SPOTTED,BUTTONS,15209,2017,12/9/2016 10:27
Dog Senior Citizen or Disability Neutered Male,AM ESKIMO DOG,WHITE,NIKE,15108,2017,5/30/2017 9:18
Dog Individual Spayed Female,MIXED,WHITE/BLACK,DOOGLE,15147,2017,4/21/2017 16:12
Dog Individual Neutered Male,GER SHEPHERD MIX,BLACK/BROWN,OZZY,15122,2017,11/8/2017 14:17
Dog Individual Neutered Male,AM PIT BULL TERRIER,WHITE/TAN,BULLIE,15112,2017,2/6/2017 16:20
Dog Senior Citizen or Disability Spayed Female,MIXED,BROWN,BENJI,15116,2017,12/29/2016 15:33
Dog Senior Citizen or Disability Spayed Female,MIXED,BROWN,NAOMI SKYY,15129,2017,1/3/2017 16:34
Dog Individual Spayed Female,NORW ELKHOUND,BLACK/GREY,FRANCESKA,15110,2017,1/4/2017 10:10
Dog Senior Citizen or Disability Male,MIXED,MULTI,MICKEY,15084,2017,1/27/2017 12:25
Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERRIER,BLACK/TAN,MAX,15147,2017,5/2/2017 10:08
Dog Individual Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,JACKSON,15090,2017,
Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK/GOLD,BOWIE,15209,2017,6/26/2017 12:48
Dog Individual Spayed Female,BEAGLE,MULTI,MOLLIE,15221,2017,1/30/2017 10:57
Dog Individual Male,LABRADOODLE,WHITE,BING,15215,2017,10/11/2017 14:25
Dog Individual Spayed Female,LAB MIX,BROWN,SHEBA,15108,2017,1/27/2017 10:36
Dog Senior Citizen or Disability Spayed Female,DACHSHUND,RED,AIMEE,15237,2017,1/11/2017 14:40
Dog Individual Spayed Female,MIXED,YELLOW,PRINCESS,15202,2017,12/8/2016 8:33
Dog Individual Spayed Female,LABRADOR RETRIEVER,BROWN,BELLA,15142,2017,5/2/2017 16:20
Dog Individual Female,SIB HUSKY,WHITE,SNOWFLAKE,15137,2017,4/6/2017 10:54
Dog Individual Spayed Female,GER SHEPHERD,BLACK,MALLORY,15102,2017,1/19/2017 14:45
Dog Senior Citizen or Disability Spayed Female,SCHNAUZER MIN,BLACK/GREY,ZUZU,15102,2017,12/14/2016 12:24
Dog Senior Citizen or Disability Male,DACHSHUND,RED,EARL,15143,2017,2/6/2017 16:20
Dog Senior Citizen or Disability Spayed Female,LABRADOODLE,YELLOW,CARLY,15238,2017,2/8/2017 14:10
Dog Senior Citizen or Disability Neutered Male,ENG SPRINGER SPANIE,WHITE/LIVER,SCRAP,15228,2017,4/24/2017 15:48
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,BUDDY,15239,2017,5/3/2017 16:22
Dog Individual Male,ENG BULLDOG,BRINDLE,LEO,15215,2017,3/28/2017 15:37
Dog Individual Spayed Female,GOLDENDOODLE,BLACK,BRUIN,15108,2017,12/7/2016 9:57
Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERRIER,SILVER,HARRY,15146,2017,1/18/2017 8:43
Dog Individual Spayed Female,LABRADOR RETRIEVER,BROWN,CAPTAIN,15218,2017,12/14/2016 8:40
Dog Senior Citizen or Disability Spayed Female,LABRADOR RETRIEVER,BROWN,CAPTAIN,15218,2017,12/14/2016 8:40
Dog Senior Citizen or Disability Spayed Female,GOLDEN RETRIEVER,RED,JASMINE,15108,2017,1/3/2017 8:58
Dog Individual Spayed Female,LABRADOR RETRIEVER,WHITE/BLACK,ZOEY,15015,2017,12/23/2016 8:44
Dog Individual Female,GER SHEPHERD,BRINDLE,SOLE`,15238,2017,1/3/2017 10:08
Dog Senior Citizen or Disability Spayed Female,SHIBA INU,CREAM,TWISTER,15239,2017,12/16/2016 15:21
Dog Individual Spayed Female,LAB MIX,YELLOW,SYDNEY,15237,2017,2/2/2017 9:43
Dog Individual Spayed Female,MIXED,BLACK/BROWN,SQUEAKER,15132,2017,12/14/2016 8:41
Dog Senior Citizen or Disability Spayed Female,AM PITT BULL MIX,TAN,PAYTON,15035,2017,1/24/2017 9:02
Dog Individual Male,ENG BULLDOG,WHITE/RED,CESAR,15243,2017,3/27/2017 12:26
Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,MAX,15084,2017,1/23/2017 10:52
Dog Individual Male,POMERANIAN,BLACK,TEDDY,15209,2017,1/24/2017 16:31
Dog Individual Female,VIZSLA,ORANGE,RAZZI,15238,2017,3/8/2017 15:53
Dog Individual Male,BEAGLE,WHITE/BLACK/BROWN,BANDIT,15044,2017,1/26/2017 14:44
Dog Individual Female,DACHSHUND,BLACK/BROWN,ADDISON,15235,2017,3/10/2017 8:19
Dog Individual Male,ROTTWEILER,BLACK/BROWN,MARCO,15104,2017,6/1/2017 12:57
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BROWN,CASSIE,15044,2017,1/6/2017 14:43
Dog Individual Spayed Female,SHIBA INU,RED,ITA,15037,2017,3/28/2017 15:40
Dog Individual Spayed Female,SHIH TZU,MULTI,ANGEL,15137,2017,11/30/2016 15:47
Dog Senior Citizen or Disability Spayed Female,BEAGLE,WHITE/BLACK/BROWN,DIANA,15044,2017,12/23/2016 8:44
Dog Senior Citizen or Disability Male,GER SHORTHAIR POINT,WHITE/BROWN,MAX,15241,2017,5/3/2017 9:32
Dog Individual Neutered Male,PEKINGESE,BROWN,ROCKO,15046,2017,12/21/2016 8:35
Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK,TEDDY,15221,2017,12/14/2016 12:23
Dog Individual Spayed Female,MIXED,BLACK/TAN,ABBY,15146,2017,1/18/2017 8:42
Dog Individual Neutered Male,SHIH TZU,BRINDLE,HARLEY,15234,2017,12/8/2016 10:09
Dog Individual Spayed Female,PARSON RUSSELL TERR,WHITE/TAN,MISTY,15116,2017,1/20/2017 9:00
Dog Individual Spayed Female,PARSON RUSSELL TERR,WHITE/TAN,MISTY,15116,2017,2/13/2017 16:12
Dog Individual Neutered Male,DACHSHUND,RED,BRIGGS,15236,2017,3/27/2017 14:51
Dog Senior Citizen or Disability Spayed Female,FOX TERRIER WIRE,WHITE/BLACK/BROWN,ASTA,15229,2017,5/19/2017 15:30
Dog Individual Neutered Male,PEKINGESE,BLACK/TAN,BOO,15120,2017,3/8/2017 11:37
Dog Individual Neutered Male,MIXED,BROWN,BRUNO,15235,2017,12/12/2016 8:53
Dog Individual Neutered Male,CHIHUAHUA,BLACK/BROWN,FRANKIE,15084,2017,5/4/2017 10:51
Dog Individual Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,DUNCAN,15238,2017,5/2/2017 16:20
Dog Senior Citizen or Disability Neutered Male,SHIH TZU,WHITE/BLACK,BENTON,15024,2017,12/20/2016 8:54
Dog Senior Citizen or Disability Male,SHIH TZU,WHITE/BLACK,BENTON,15024,2017,12/20/2016 8:54
Dog Senior Citizen or Disability Spayed Female,COCKAPOO,BLONDE,MAGGIE,15131,2017,4/25/2017 14:18
Dog Individual Female,AM FOXHOUND,BLACK/BROWN,KIA,15140,2017,8/2/2017 14:44
Dog Individual Spayed Female,PARSON RUSSELL TERR,SPOTTED,SHEA,15044,2017,1/5/2017 16:35
Dog Individual Spayed Female,TERRIER MIX,BLACK/BROWN,SNICKERS,15044,2017,7/6/2017 15:47
Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL,BLACK/BROWN,CODY,15071,2017,1/13/2017 12:48
Dog Individual Spayed Female,CHIHUAHUA,WHITE/BLACK,GORDITA,15239,2017,12/16/2016 13:25
Dog Senior Citizen or Disability Female,PEEKAPOO,BLACK,SOPHIE,15234,2017,9/11/2017 11:39
Dog Individual Spayed Female,LABRADOR RETRIEVER,GREY,DAKOTA,15136,2017,2/2/2017 9:43
Dog Senior Citizen or Disability Spayed Female,BOXER,BROWN,MAGGIE,15065,2017,2/6/2017 11:09
Dog Senior Citizen or Disability Neutered Male,SCHIPPERKE,BLACK,CODY,15090,2017,1/3/2017 8:51
Dog Individual Spayed Female,MIXED,BROWN,COCO,15210,2017,3/14/2017 16:06
Dog Individual Neutered Male,SCHNOODLE,BROWN,COSMO,15108,2017,3/13/2017 11:49
Dog Individual Spayed Female,LAB MIX,GOLD,BELLA,15122,2017,1/17/2017 9:44
Dog Senior Citizen or Disability Spayed Female,POODLE TOY,APRICOT,PRECIOUS,15132,2017,12/8/2016 16:26
Dog Senior Citizen or Disability Spayed Female,MIXED,BROWN,K.C.,15137,2017,1/26/2017 14:40
Dog Individual Spayed Female,PARSON RUSSELL TERR,WHITE,CHARLIE,15221,2017,6/2/2017 10:40
Dog Individual Spayed Female,COLLIE,SABLE,ANNIE,15238,2017,2/27/2017 12:31
Dog Senior Citizen or Disability Spayed Female,GER SHEPHERD,BLACK/TAN,GRETCHEN,15044,2017,4/28/2017 16:33
Dog Individual Neutered Male,BICHON FRISE,WHITE,ZIGGY,15237,2017,12/30/2016 8:30
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/BLACK/BROWN,MAGGIE,15063,2017,12/14/2016 9:07
Dog Senior Citizen or Disability Spayed Female,MIXED,BLACK/BROWN,LADYBUG,15120,2017,1/12/2017 9:36
Dog Individual Neutered Male,BICHON FRISE,WHITE,PETEY,15068,2017,6/30/2017 12:39
Dog Individual Spayed Female,GOLDEN RETRIEV MIX,GOLD,MAGGIE,15146,2017,5/4/2017 15:32
Dog Individual Female,MIXED,BLACK,SYDNEY,15045,2017,5/8/2017 13:36
Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL,BLACK,BRODY,15137,2017,12/21/2016 8:35
Dog Individual Spayed Female,BICHON FRISE,WHITE,ABBEY,15068,2017,6/30/2017 12:39
Dog Individual Neutered Male,GER SHEPHERD MIX,BLACK/BROWN,DIESEL,15025,2017,5/4/2017 14:04
Dog Individual Spayed Female,TERRIER MIX,WHITE/BLACK,CALI,15037,2017,5/11/2017 13:49
Dog Senior Citizen or Disability Spayed Female,SHETLAND SHEEPDOG,MULTI,TILLY,15241,2017,12/15/2016 11:27
Dog Individual Male,LABRADOR RETRIEVER,BLACK,LAZER,15102,2017,12/12/2016 13:35
Dog Individual Male,AUS CATTLE DOG,SPOTTED,MANDINGO,15243,2017,12/23/2016 14:48
Dog Individual Neutered Male,AUS CATTLE DOG,SPOTTED,MANDINGO,15243,2017,12/23/2016 14:48
Dog Individual Spayed Female,MIXED,BLACK/ORANGE/BRINDLE,BELLA,15116,2017,4/3/2017 16:26
Dog Senior Citizen or Disability Spayed Female,SHIH TZU,SPOTTED,KARMA,15017,2017,4/6/2017 9:52
Dog Senior Citizen or Disability Neutered Male,DACHSHUND,WHITE/RED,TEDDY,15112,2017,12/23/2016 13:35
Dog Senior Citizen or Disability Spayed Female,GREYHOUND,WHITE/BLACK,TERI,15101,2017,12/13/2016 15:53
Dog Senior Citizen or Disability Spayed Female,POODLE STANDARD,BLACK,MOLLY,15101,2017,1/4/2017 15:56
Dog Senior Citizen or Disability Neutered Male,BEAGLE,WHITE/BLACK,BUSTER,15223,2017,5/3/2017 16:22
Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL,BUFF,SPENSER,15106,2017,12/20/2016 11:16
Dog Senior Citizen or Disability Spayed Female,SHIH TZU,WHITE/BROWN,CHLOE,15239,2017,12/12/2016 16:17
Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,MAGGIE,15137,2017,3/22/2017 11:56
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,TOMA,15237,2017,3/16/2017 15:52
Dog Individual Neutered Male,MALTESE,WHITE,POKY,15108,2017,1/5/2017 12:50
Dog Individual Neutered Male,MIXED,BROWN,KOBE,15057,2017,5/9/2017 14:49
Dog Individual Neutered Male,POODLE TOY,CREAM,CLAUDE,15102,2017,3/1/2017 13:29
Dog Senior Citizen or Disability Spayed Female,COCKER SPANIEL,BUFF,SARAH,15143,2017,12/14/2016 12:39
Dog Individual Neutered Male,BOXER MIX,BLACK,DUKE,15205,2017,5/31/2017 12:59
Dog Individual Neutered Male,BEAGLE,SPOTTED,BUSTER,15136,2017,3/29/2017 12:39
Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL MIX,GOLD,WINSTON,15024,2017,1/23/2017 9:45
Dog Individual Spayed Female,BEAGLE,SPOTTED,MALLORY,15017,2017,2/8/2017 11:37
Dog Senior Citizen or Disability Neutered Male,MIXED,WHITE/BROWN,COCOA,15120,2017,12/28/2016 16:31
Dog Individual Neutered Male,MIXED,BROWN,SMOKEY,15044,2017,12/16/2016 15:42
